name,email,phone,address,gender,qualification,experience_years,rating,fees_inr,success_rate,position,img_url,legal_issues
Jacob Om,ggera@example.com,+919624918404,"15/923, Thakkar, Bhagalpur 868167",male,Advocate,4,3.08,3962,0.77,Associate Lawyer,https://randomuser.me/api/portraits/men/12.jpg,FIR_denial|child_custody
Victor Thaker,moreturvi@example.com,7246716864,"H.No. 31, Sandhu Chowk, Bhubaneswar-830929",female,Advocate,14,4.26,13315,0.7,Legal Advisor,https://randomuser.me/api/portraits/women/74.jpg,FIR_denial
Leela Sathe,aadhya44@example.com,+915453277347,"59, Wable Chowk, Rewa 003787",female,Advocate,40,3.27,4859,0.52,Legal Advisor,https://randomuser.me/api/portraits/women/47.jpg,consumer_rights|workplace_discrimination
Harish Tandon,triya03@example.com,4376428449,"H.No. 83, Soni, Gandhinagar 549926",other,LLM,26,4.11,6021,0.86,Associate Lawyer,https://randomuser.me/api/portraits/women/60.jpg,dowry|labor_rights_violation
Yasti Hayer,bmodi@example.com,01836533397,"17, Goel Chowk, Serampore-442707",female,Advocate,34,4.53,13980,0.63,Legal Advisor,https://randomuser.me/api/portraits/women/62.jpg,cyber_bullying
Ekbal Dara,maanavmorar@example.org,+918030948923,"H.No. 495, Parmar Road, Ramagundam 423886",other,LLM,10,3.8,4397,0.73,Partner,https://randomuser.me/api/portraits/women/97.jpg,consumer_rights|workplace_discrimination
Faras Singhal,nagiazad@example.net,3539216156,"00, Iyengar Circle, Kolkata-035411",other,LLM,15,3.62,10127,0.61,Legal Advisor,https://randomuser.me/api/portraits/women/90.jpg,workplace_discrimination|consumer_rights
Zaitra Sani,qde@example.org,+914308669828,"H.No. 67, Wason Circle, Bellary 348638",male,LLM,12,4.53,18184,0.65,Legal Advisor,https://randomuser.me/api/portraits/men/85.jpg,child_custody|harassment
Girish Pai,naveendhawan@example.org,0659063763,"H.No. 490, Mishra, Begusarai 021288",other,LLM,31,4.09,18903,0.63,Partner,https://randomuser.me/api/portraits/women/81.jpg,harassment|labor_rights_violation
Rudra Sawhney,ddeo@example.net,8387124580,"45, Nazareth Street, Burhanpur 979552",other,LLM,20,3.52,6382,0.61,Partner,https://randomuser.me/api/portraits/women/87.jpg,consumer_rights|labor_rights_violation
Hritik Yohannan,xalakgupta@example.com,+912939689666,"H.No. 31, Balay Street, Medininagar-183220",female,LLM,33,3.38,9117,0.51,Associate Lawyer,https://randomuser.me/api/portraits/women/28.jpg,cyber_crime
Januja Bawa,watika56@example.net,+911751370782,"H.No. 234, Kant Ganj, Jaunpur-222777",male,PhD in Law,10,3.47,2673,0.87,Senior Lawyer,https://randomuser.me/api/portraits/men/94.jpg,bribery_corruption|harassment|property_dispute
Chaitanya Bobal,luckyreddy@example.org,01259495658,"48, Bhavsar Path, Rajkot-919633",female,PhD in Law,34,3.77,1482,0.62,Consultant,https://randomuser.me/api/portraits/women/78.jpg,cyber_crime|consumer_rights
Gavin Brahmbhatt,hbarman@example.net,+913268816317,"578, Merchant Ganj, Jalna-891455",male,LLB,18,4.73,1189,0.57,Partner,https://randomuser.me/api/portraits/men/84.jpg,labor_rights_violation
Tanay Sant,yachana42@example.net,+912351990549,"11/514, Bal Chowk, Tiruvottiyur 765381",male,Senior Advocate,14,4.53,10684,0.77,Partner,https://randomuser.me/api/portraits/men/94.jpg,property_dispute
Reva Basak,manthan73@example.org,+917273221328,"H.No. 777, Chowdhury, Madanapalle-597392",male,Senior Advocate,19,3.62,17905,0.6,Senior Lawyer,https://randomuser.me/api/portraits/men/20.jpg,cyber_crime|harassment
Pavani Karnik,kanne@example.com,+916521712208,"906, Oak Road, Katni 235783",male,Advocate,3,4.39,13939,0.54,Senior Lawyer,https://randomuser.me/api/portraits/men/53.jpg,child_custody|workplace_discrimination
Sara Kumer,tanvitak@example.com,08752425288,"22/594, Zachariah Ganj, Guntakal 259391",female,LLM,16,3.0,13567,0.89,Associate Lawyer,https://randomuser.me/api/portraits/women/87.jpg,workplace_discrimination
Ishaan Uppal,yohannanlogan@example.net,01002532292,"H.No. 099, Ratti Marg, Hapur 485514",other,Senior Advocate,24,4.38,19402,0.98,Legal Advisor,https://randomuser.me/api/portraits/women/50.jpg,domestic_violence
Daksh Sagar,nmohan@example.org,+913506001485,"H.No. 54, Devan Chowk, Hosur-199097",other,LLB,39,4.95,5646,0.91,Senior Lawyer,https://randomuser.me/api/portraits/women/28.jpg,consumer_rights|labor_rights_violation
Nachiket Bir,aishani23@example.org,02895127524,"56/06, Batta, Tadipatri 791551",male,Advocate,32,4.65,18681,0.89,Associate Lawyer,https://randomuser.me/api/portraits/men/69.jpg,cyber_bullying|rent_eviction
Aarini Randhawa,gaurangchana@example.com,9342152676,"H.No. 180, Munshi Road, Ambala 455558",female,Senior Advocate,32,3.04,15171,0.69,Senior Lawyer,https://randomuser.me/api/portraits/women/70.jpg,rent_eviction
Zaitra Morar,chaudhurichaitaly@example.net,+919577750617,"H.No. 191, Khatri Zila, Burhanpur 647587",male,PhD in Law,26,3.12,6638,0.95,Partner,https://randomuser.me/api/portraits/men/78.jpg,bribery_corruption|cyber_crime
Unnati Kadakia,euppal@example.com,+917946505591,"H.No. 51, Badal, Faridabad-910903",female,Senior Advocate,33,3.06,7320,0.51,Senior Lawyer,https://randomuser.me/api/portraits/women/72.jpg,workplace_discrimination|bribery_corruption
Nathan Agrawal,thakkaraarini@example.org,00699261544,"24, Keer Road, Varanasi-403113",female,PhD in Law,6,3.86,18688,0.83,Legal Advisor,https://randomuser.me/api/portraits/women/77.jpg,workplace_discrimination|consumer_rights|child_custody
Nitesh Oommen,tnagarajan@example.com,7675354526,"08, Gara Circle, Dewas 362708",other,PhD in Law,39,4.18,8483,0.92,Partner,https://randomuser.me/api/portraits/women/19.jpg,child_custody|property_dispute|cyber_bullying
Abhimanyu Ramesh,daliaanmol@example.com,09949709618,"800, Narang Road, Singrauli 886314",other,LLM,7,3.1,10030,0.86,Senior Lawyer,https://randomuser.me/api/portraits/women/30.jpg,rent_eviction|bribery_corruption
Ranbir Chandran,vgandhi@example.com,9184635813,"17/786, Nayar Chowk, Tirunelveli 613903",female,Senior Advocate,5,4.08,11918,0.72,Associate Lawyer,https://randomuser.me/api/portraits/women/7.jpg,child_custody
Aarush Sanghvi,gangulyimaran@example.org,03472226850,"10, Mani Circle, Srinagar 533106",male,Advocate,30,3.33,17045,0.62,Senior Lawyer,https://randomuser.me/api/portraits/men/5.jpg,labor_rights_violation
Qabil Puri,yashoda88@example.net,04787382955,"05/357, Brar Circle, Karimnagar-158342",female,LLM,23,3.12,19772,0.99,Partner,https://randomuser.me/api/portraits/women/55.jpg,property_dispute|labor_rights_violation
Harini Prabhakar,dasguptamadhavi@example.com,01478161364,"36, Peri Circle, Ahmedabad-687278",other,Senior Advocate,32,3.31,12683,0.91,Partner,https://randomuser.me/api/portraits/women/76.jpg,child_custody|labor_rights_violation
Tara Suri,alka54@example.net,04856103210,"25, Andra Marg, Vadodara-361954",other,PhD in Law,8,4.6,5067,0.97,Legal Advisor,https://randomuser.me/api/portraits/women/58.jpg,bribery_corruption|cyber_bullying|harassment
Turvi Shah,warhibhardwaj@example.com,+915139691180,"16/470, Dey Chowk, Kota 927268",female,Advocate,15,4.37,9576,0.91,Senior Lawyer,https://randomuser.me/api/portraits/women/47.jpg,property_dispute|dowry|consumer_rights
Qabil Madan,keeromisha@example.org,06426367085,"04, Bajwa Chowk, Rewa 754891",other,PhD in Law,7,3.33,15275,0.74,Legal Advisor,https://randomuser.me/api/portraits/women/68.jpg,cyber_crime|harassment|FIR_denial
Vasana Bir,saanvi31@example.org,+914882220837,"11/339, Rege Chowk, Haldia 223250",male,PhD in Law,7,3.95,3394,0.66,Associate Lawyer,https://randomuser.me/api/portraits/men/33.jpg,labor_rights_violation
Triveni Din,mitesh79@example.net,05566966329,"H.No. 779, Wable Zila, Khandwa 335888",other,Senior Advocate,40,4.27,10954,0.67,Consultant,https://randomuser.me/api/portraits/women/97.jpg,FIR_denial|cyber_crime|rent_eviction
Banjeet Bhargava,neel64@example.org,+915052975947,"H.No. 819, Pathak Ganj, Kamarhati-028345",male,Advocate,19,4.8,7521,0.92,Partner,https://randomuser.me/api/portraits/men/47.jpg,harassment|consumer_rights
Wakeeta Bali,garagauri@example.com,02850395724,"H.No. 500, Hegde Nagar, Mau 178643",male,PhD in Law,30,4.5,19800,0.69,Legal Advisor,https://randomuser.me/api/portraits/men/23.jpg,consumer_rights|FIR_denial
Gaurangi Raja,chaitanyazacharia@example.com,+910344605524,"67/884, Keer Street, Pimpri-Chinchwad-848687",male,LLM,6,3.93,19572,0.83,Senior Lawyer,https://randomuser.me/api/portraits/men/39.jpg,child_custody|consumer_rights|bribery_corruption
Leena Andra,garimachoudhry@example.com,+918021022841,"H.No. 371, Contractor Nagar, Ramagundam-555674",female,PhD in Law,23,3.1,9966,0.86,Associate Lawyer,https://randomuser.me/api/portraits/women/52.jpg,rent_eviction|consumer_rights|child_custody
Ekanta Butala,lwason@example.net,0602810532,"533, Kalla, Phagwara 759766",female,Advocate,34,3.03,14057,0.66,Consultant,https://randomuser.me/api/portraits/women/77.jpg,FIR_denial|rent_eviction|dowry
Oviya Purohit,gaurangdeshmukh@example.net,06772252682,"840, Amble Zila, Loni 589289",male,Advocate,16,3.11,12436,0.92,Partner,https://randomuser.me/api/portraits/men/78.jpg,bribery_corruption|labor_rights_violation
Indira Sankaran,amairasura@example.net,+910914377296,"H.No. 69, Arya Marg, Aurangabad-934821",other,LLB,23,3.27,14984,0.84,Senior Lawyer,https://randomuser.me/api/portraits/women/11.jpg,labor_rights_violation|bribery_corruption
Qadim Luthra,memonamol@example.com,2058664326,"11, Talwar Path, Tiruchirappalli-007764",other,Senior Advocate,4,3.55,18574,0.73,Senior Lawyer,https://randomuser.me/api/portraits/women/72.jpg,cyber_bullying|domestic_violence|rent_eviction
Neha Rana,chatterjeejatin@example.org,+916211272043,"49/938, Dubey Ganj, Bokaro-271703",female,LLM,12,3.79,16266,0.54,Partner,https://randomuser.me/api/portraits/women/87.jpg,harassment|FIR_denial
Tanmayi Bora,dominicbuch@example.net,06190942355,"458, Sarma Ganj, Farrukhabad 704918",other,LLB,21,4.19,8681,0.64,Consultant,https://randomuser.me/api/portraits/women/49.jpg,bribery_corruption
Veda Dyal,kmurty@example.org,00024240740,"H.No. 897, Soni Marg, Singrauli 609376",female,LLB,11,4.57,2089,0.91,Legal Advisor,https://randomuser.me/api/portraits/women/21.jpg,workplace_discrimination|FIR_denial|bribery_corruption
Fariq Baria,nhanda@example.net,3551290401,"H.No. 066, Dube Zila, Thrissur-443009",male,LLM,21,4.53,11932,0.77,Partner,https://randomuser.me/api/portraits/men/94.jpg,child_custody|FIR_denial|labor_rights_violation
Abeer Oommen,wravi@example.net,7638835522,"15/80, Banik, Amravati-751365",female,LLM,19,3.39,3498,0.74,Partner,https://randomuser.me/api/portraits/women/42.jpg,consumer_rights
Victor More,sanebachittar@example.com,+910182798964,"H.No. 126, Hora Path, Medininagar-038304",other,LLM,24,4.16,19039,0.8,Senior Lawyer,https://randomuser.me/api/portraits/women/1.jpg,domestic_violence|cyber_crime
Aryan Nagar,rshukla@example.com,+914797325286,"H.No. 75, Madan Street, Kakinada-630156",male,PhD in Law,13,3.44,1028,0.63,Senior Lawyer,https://randomuser.me/api/portraits/men/87.jpg,cyber_bullying
Chandran Balan,sekhonrajeshri@example.org,08778218643,"04/55, Iyengar Street, Amaravati 857999",other,PhD in Law,8,4.06,18321,0.98,Senior Lawyer,https://randomuser.me/api/portraits/women/81.jpg,property_dispute
Baljiwan Barad,ikaran@example.org,7003972706,"71/05, Murthy Ganj, Dehradun-708830",female,LLM,11,3.53,16417,0.7,Associate Lawyer,https://randomuser.me/api/portraits/women/11.jpg,domestic_violence|consumer_rights
Janya Devan,ramyashodhara@example.net,08411299134,"H.No. 569, Dar Marg, Amravati-029156",male,LLM,11,3.79,9920,0.91,Legal Advisor,https://randomuser.me/api/portraits/men/4.jpg,cyber_crime
Jhalak Nigam,mallicksuhani@example.net,07126987864,"H.No. 01, Bal Street, Jabalpur 755499",female,LLM,36,4.97,19358,0.63,Partner,https://randomuser.me/api/portraits/women/67.jpg,domestic_violence|workplace_discrimination|cyber_crime
Gayathri Mammen,kabir07@example.org,+914352062407,"H.No. 71, Naidu Zila, Pudukkottai 314768",other,Advocate,39,4.78,3205,0.89,Partner,https://randomuser.me/api/portraits/women/90.jpg,child_custody|dowry
Darika Taneja,baljiwan99@example.org,+919714929538,"H.No. 84, Biswas Circle, Ranchi-942019",other,PhD in Law,33,4.05,5439,0.92,Partner,https://randomuser.me/api/portraits/women/23.jpg,cyber_crime|workplace_discrimination|consumer_rights
Tristan Dutt,fiyazcontractor@example.com,8274088591,"91/63, Bava Path, Ghaziabad-638906",other,PhD in Law,31,3.31,17731,0.97,Consultant,https://randomuser.me/api/portraits/women/71.jpg,domestic_violence
Ridhi Viswanathan,pallavasudha@example.org,+914452081727,"23, Chatterjee Road, Madhyamgram 503265",female,LLM,40,3.62,12610,0.91,Senior Lawyer,https://randomuser.me/api/portraits/women/84.jpg,dowry|rent_eviction|harassment
Manthan Chakrabarti,bahadurjit50@example.com,+912739928957,"834, Chandra Path, Mangalore-674398",male,PhD in Law,8,4.41,19773,0.79,Senior Lawyer,https://randomuser.me/api/portraits/men/43.jpg,consumer_rights|labor_rights_violation
Chavvi Saran,rbala@example.com,04085283810,"23/15, Sheth Road, Bathinda 793368",male,Senior Advocate,27,4.32,9402,0.64,Senior Lawyer,https://randomuser.me/api/portraits/men/72.jpg,cyber_bullying|rent_eviction
Abeer Chaudhari,lakshit96@example.net,9599222458,"H.No. 63, Lalla Nagar, Berhampore 763721",other,Advocate,2,3.35,18314,0.61,Partner,https://randomuser.me/api/portraits/women/71.jpg,bribery_corruption|cyber_bullying
Krishna Krishnan,warhivaidya@example.net,+918933686509,"59/62, Sawhney Circle, Bally-426692",other,Advocate,11,3.95,19369,0.6,Legal Advisor,https://randomuser.me/api/portraits/women/58.jpg,domestic_violence|child_custody|rent_eviction
Girish Luthra,bhandarineelima@example.com,9769436178,"58/96, Dhingra Path, Hyderabad 119339",other,PhD in Law,34,3.91,9541,0.83,Consultant,https://randomuser.me/api/portraits/women/89.jpg,domestic_violence|property_dispute
Bhanumati Saxena,tanish77@example.org,+914712706641,"H.No. 42, Date Nagar, Korba 272184",male,Advocate,13,4.97,10193,0.79,Associate Lawyer,https://randomuser.me/api/portraits/men/29.jpg,cyber_crime
Vedika Rao,pushtikakar@example.com,02797749992,"14/80, Agrawal Street, Bellary-625272",female,LLB,12,3.55,1414,0.51,Consultant,https://randomuser.me/api/portraits/women/18.jpg,cyber_bullying|harassment|workplace_discrimination
Gavin Gandhi,simonvenkataraman@example.net,+914600739775,"04, Mani Road, Tiruchirappalli 091065",female,LLB,4,3.79,4418,0.63,Associate Lawyer,https://randomuser.me/api/portraits/women/55.jpg,property_dispute|consumer_rights|domestic_violence
Falan Prashad,atharvtak@example.org,7353261077,"H.No. 582, Magar Road, Bangalore 337096",female,PhD in Law,34,4.64,4564,0.54,Consultant,https://randomuser.me/api/portraits/women/55.jpg,cyber_bullying|bribery_corruption
Ronith Bhargava,aroraekantika@example.net,+919655320559,"86/36, Doctor Marg, Jamnagar-995780",male,Senior Advocate,20,4.36,15277,0.75,Legal Advisor,https://randomuser.me/api/portraits/men/92.jpg,harassment
Madhavi Char,mishraanya@example.org,02445723806,"423, Oommen Path, Rourkela-199383",other,Advocate,39,3.03,2613,0.89,Consultant,https://randomuser.me/api/portraits/women/20.jpg,consumer_rights|property_dispute
Tanish Bhakta,oni58@example.com,00612712517,"01/83, Chowdhury Zila, Bhind-216405",other,LLM,28,4.96,6721,0.7,Legal Advisor,https://randomuser.me/api/portraits/women/32.jpg,cyber_crime
Zehaan Ganguly,anamika15@example.com,+913266335726,"H.No. 04, Munshi Chowk, Bellary-591973",male,Advocate,19,3.58,7410,0.72,Associate Lawyer,https://randomuser.me/api/portraits/men/42.jpg,consumer_rights|FIR_denial
Yashodhara Vora,ckhurana@example.net,+919812978335,"H.No. 855, Tandon Nagar, Nagaon-576829",male,Senior Advocate,38,4.19,1252,0.63,Partner,https://randomuser.me/api/portraits/men/64.jpg,consumer_rights|dowry
Oscar Kumar,pravel@example.org,3222868779,"50/96, Chakraborty Zila, Hapur 701680",female,Senior Advocate,30,3.39,4765,0.68,Associate Lawyer,https://randomuser.me/api/portraits/women/58.jpg,consumer_rights|rent_eviction
Upma Lall,aaravnath@example.org,1304011333,"47, Rajagopal Circle, Jaipur 898036",other,LLB,2,3.13,16059,0.86,Partner,https://randomuser.me/api/portraits/women/52.jpg,property_dispute|cyber_crime
Radhika Sood,yuvrajseshadri@example.com,+918168123857,"837, Sandhu Marg, Hapur 652432",female,PhD in Law,31,4.7,13963,0.95,Partner,https://randomuser.me/api/portraits/women/91.jpg,labor_rights_violation
Wishi Shanker,rehaanpanchal@example.com,02396106163,"H.No. 25, Mahal Zila, Vijayawada-039343",other,Senior Advocate,9,3.28,13449,0.92,Partner,https://randomuser.me/api/portraits/women/11.jpg,harassment|FIR_denial|child_custody
Kiaan Sama,srinivasdev@example.org,01469588633,"644, Sehgal Path, Gudivada 535249",male,LLM,3,3.59,18806,0.66,Legal Advisor,https://randomuser.me/api/portraits/men/52.jpg,FIR_denial|rent_eviction
Dalaja Bansal,hanslaksh@example.org,07570579035,"200, Randhawa Nagar, Madurai-298347",male,Advocate,40,4.31,1424,0.51,Associate Lawyer,https://randomuser.me/api/portraits/men/62.jpg,workplace_discrimination|dowry
Ekta Yohannan,daksh67@example.com,02315687009,"86/06, Sandhu Marg, Ahmedabad-090609",other,PhD in Law,28,3.03,5579,0.76,Legal Advisor,https://randomuser.me/api/portraits/women/7.jpg,FIR_denial|bribery_corruption
Xiti Pingle,chakradev65@example.net,7836583626,"92, Tripathi Marg, Phusro-654665",other,Senior Advocate,16,4.5,18929,0.78,Partner,https://randomuser.me/api/portraits/women/67.jpg,FIR_denial|domestic_violence
Sneha Keer,avig@example.com,+914356116700,"60, Saini Ganj, Mahbubnagar-902559",male,PhD in Law,35,4.83,12948,0.81,Senior Lawyer,https://randomuser.me/api/portraits/men/16.jpg,domestic_violence|rent_eviction
Gagan Bakshi,osarna@example.net,04413170816,"H.No. 82, Ahuja Road, Bhopal 017522",other,Senior Advocate,17,3.02,10306,0.93,Consultant,https://randomuser.me/api/portraits/women/98.jpg,cyber_crime
Advika Narayan,pallavisachdeva@example.org,01668720474,"92/48, Kant, Miryalaguda-902816",female,LLM,32,4.47,16439,0.88,Consultant,https://randomuser.me/api/portraits/women/63.jpg,consumer_rights
Falguni Palan,anay92@example.com,08001620718,"H.No. 406, Yadav Path, Dibrugarh-433697",male,LLM,32,4.27,15994,0.92,Legal Advisor,https://randomuser.me/api/portraits/men/28.jpg,dowry
Ojas Bhandari,anandpooja@example.net,+919216338868,"H.No. 408, Gade Chowk, Latur 866473",female,PhD in Law,20,4.49,11804,0.92,Partner,https://randomuser.me/api/portraits/women/72.jpg,bribery_corruption
Gopal Hayer,goyalyoshita@example.net,9987294879,"88, Shah Road, Anantapuram-157830",female,LLB,6,4.34,4167,0.6,Consultant,https://randomuser.me/api/portraits/women/24.jpg,domestic_violence|FIR_denial|labor_rights_violation
Yashvi Deo,ytak@example.net,8732685384,"H.No. 76, Murthy Circle, Bathinda-927380",female,LLB,1,4.7,14493,0.53,Consultant,https://randomuser.me/api/portraits/women/14.jpg,consumer_rights
